Gene name	max length	read count	rpkm	IDs
KIF9-AS1	2540	45	0.3480347	NR_033373
KIFAP3	2865	3832	26.27511	NM_014970,NM_001204514,NM_001204517,NM_001204516
KIFC1	2704	936	6.800062	NM_002263,NM_002263,NM_002263
KIFC2	3266	783	4.709657	NM_145754
KIFC3	3437	1324	7.567495	NM_001130100,NM_001130099,NM_001318710,NM_001318715,NM_001318714,NM_001318712,NR_134678,NM_001318713,NM_005550,NM_001318711
KIN	3969	464	2.296575	NM_012311,NR_045609
KIR2DL1	1598	0	0	NM_014218
KIR2DL2	1587	0	0	NM_014219
KIR2DL3	1596	0	0	NM_015868
KIR2DL4	1475	0	0	NM_001080772,NM_002255,NM_002255,NM_001080770,NM_001080772,NM_001080770
KIR2DL5A	1596	0	0	NM_020535
KIR2DL5B	1632	0	0	NM_001018081
KIR2DS1	1101	0	0	NM_014512
KIR2DS2	1507	0	0	NM_001291701,NM_001291700,NM_001291700,NM_012312,NM_001291696,NM_001291695
KIR2DS3	1113	0	0	NM_012313
KIR2DS4	1557	0	0	NM_012314,NM_001281971,NM_001281972
KIR2DS5	1601	0	0	NM_014513
KIR3DL1	1901	0	0	NM_013289,NM_001322168
KIR3DL2	1885	0	0	NM_001242867,NM_006737
KIR3DL3	1723	0	0	NM_153443
KIR3DS1	1767	0	0	NM_001282171,NM_001282170,NM_001083539
KIR3DX1	3490	0	0	NR_104095,NR_104096,NR_104097,NR_136268,NR_026716
KIRREL	7820	8349	20.97353	NM_001286349,NM_018240
KIRREL2	2582	0	0	NM_001329530,NM_199179,NM_199180,NM_032123
KIRREL3	3741	11	0.05776286	NM_032531,NM_001161707,NM_001301097
KIRREL3-AS2	494	0	0	NR_046986
KIRREL3-AS3	1768	0	0	NR_040078
KIRREL-IT1	1519	0	0	NR_145471
KISS1	714	0	0	NM_002256
KISS1R	1625	0	0	NM_032551
KIT	5176	205	0.7780425	NM_001093772,NM_000222
KITLG	5359	1324	4.853421	NM_000899,NM_003994
KIZ	1945	1096	11.06967	NM_001163022,NM_001276389,NM_018474,NM_001163023
KIZ-AS1	1161	0	0	NR_109956
KL	5006	12	0.04709059	NM_004795
KLB	6079	1	0.003231555	NM_175737
KLC1	2513	8510	66.52438	NM_182923,NM_005552,NM_001130107
KLC2	3016	1644	10.70814	NM_001318734,NM_022822,NM_001134776,NM_001134774,NM_001134775
KLC3	1793	4	0.04382515	NM_177417
KLC4	2404	905	7.395335	NM_201522,NM_201523,NM_001289035,NM_138343,NM_001289034,NM_201521
KLF1	1615	2	0.02432771	NM_006563
KLF10	2344	18555	155.506	NM_001032282,NM_005655,NR_103760,NR_103759
KLF11	4033	1199	5.840293	NM_001177716,NM_003597,NM_001177718
KLF12	10909	866	1.559469	NM_007249
KLF13	1231	4903	78.24337	NM_015995,NM_001302461
KLF14	1479	33	0.4383182	NM_138693
KLF15	2525	155	1.205908	NM_014079
KLF16	2887	1546	10.51977	NM_031918
KLF17	3128	28	0.175847	NM_173484
KLF2	2797	10160	71.35838	NM_016270
KLF3	5615	4386	15.34485	NM_016531
KLF3-AS1	2368	211	1.750429	NR_026804
KLF4	2887	19556	133.069	NM_001314052,NM_004235
KLF5	3566	360	1.983193	NM_001286818,NM_001730
KLF6	4538	22067	95.52621	NR_027653,NM_001300,NM_001160124,NM_001160125
KLF7	8432	4188	9.757078	NM_001270942,NM_001270944,NM_001270943,NR_073108,NM_003709
KLF8	8693	280	0.6327499	NR_136704,NR_136705,NM_001324099,NM_007250,NM_001324105,NM_001324104,NM_001159296,NM_001324100,NM_001324102
KLF9	5208	9064	34.18949	NM_001206
KLHDC1	2691	135	0.9855163	NM_172193
KLHDC10	6438	1057	3.225282	NM_014997
KLHDC2	1806	2102	22.86434	NM_014315
KLHDC3	1903	2427	25.05386	NM_057161,NR_040101
KLHDC4	1930	413	4.203746	NM_001184856,NM_001184854,NM_017566
KLHDC7A	5057	0	0	NM_152375
KLHDC7B	2991	3	0.01970373	NM_138433
KLHDC8A	3044	0	0	NM_001271863,NM_001271864,NM_001271865,NM_018203
KLHDC8B	1985	1420	14.05308	NM_173546
KLHDC9	1107	106	1.881057	NM_152366,NR_033385,NM_001007255,NR_033386
KLHL1	4150	0	0	NM_001286725,NM_020866
KLHL10	1974	6	0.0597101	NM_001329595,NM_152467,NM_001329596
KLHL11	7409	231	0.6124859	NM_018143
KLHL12	3353	1464	8.577312	NM_001303109,NM_021633,NM_001303051
KLHL13	3323	263	1.554781	NM_001168302,NM_033495,NM_001168301,NM_001168299,NM_001168300,NM_001168303
KLHL14	4259	0	0	NM_020805
KLHL15	6276	2204	6.898781	NM_030624
KLHL17	2564	470	3.601004	NM_198317
KLHL18	4726	843	3.504109	NM_025010
KLHL2	3137	705	4.414874	NM_001331024,NM_001331023,NM_001161522,NM_001161521,NM_007246
KLHL20	3464	1023	5.801516	NM_014458
KLHL21	4516	8627	37.5275	NM_001324309,NM_014851
KLHL22	2450	1736	13.91962	NM_032775,NR_033825
KLHL23	4075	1	0.004820767	NM_144711
KLHL24	7328	0	0	NM_017644
KLHL25	3681	134	0.7151262	NM_022480
KLHL26	3048	534	3.441676	NM_001345981,NM_001345984,NM_001345982,NM_001345985,NM_018316,NM_001345983
KLHL28	6565	334	0.9994371	NM_001308112,NM_017658
KLHL29	5084	627	2.422734	NM_052920
KLHL3	6806	89	0.2568868	NM_001257194,NM_001257195,NM_017415
KLHL30	3685	3	0.01599291	NM_198582
KLHL31	5743	0	0	NM_001003760
KLHL32	3105	2	0.01265354	NM_001286252,NR_136579,NR_136580,NM_001286254,NR_104421,NM_001286251,NM_001323252,NM_001323253,NM_001323254,NM_001323255,NM_001323256,NM_001323257,NM_001286250,NM_001323259,NM_001323260,NM_001323258,NM_052904,NM_001323261,NM_001323262,NM_001323263,NM_001323264
KLHL33	1863	0	0	NM_001109997
KLHL34	3039	5	0.03232087	NM_153270
KLHL35	1938	95	0.9629717	NM_001039548
KLHL36	7559	1743	4.529777	NM_001303451,NM_024731
KLHL38	1834	0	0	NM_001081675
KLHL4	5855	19	0.06374857	NM_057162,NM_019117
KLHL40	2419	0	0	NM_152393
KLHL41	2464	121	0.9646913	NM_006063
KLHL42	6469	1190	3.613712	NM_020782
KLHL5	7180	2172	5.942636	NM_001007075,NM_015990,NM_199039,NM_001171654
KLHL6	6324	0	0	NM_130446
KLHL6-AS1	503	0	0	NR_046687
KLHL7	3306	1221	7.25532	NM_018846,NM_001172428,NM_001031710,NR_033329,NR_033328
KLHL7-AS1	2564	3	0.02298513	NR_046220
KLHL8	5663	440	1.526335	NM_020803,NM_001292007,NR_120447,NM_001292006,NM_001292003
KLHL9	5762	2196	7.486913	NM_018847
KLK1	876	0	0	NM_002257
KLK10	3106	1	0.006324734	NM_001077500,NM_145888,NM_002776
KLK11	1181	0	0	NM_001167605,NM_006853,NM_144947,NM_001136032
KLK12	945	0	0	NM_145895,NM_145894,NM_019598
KLK13	1903	1	0.01032298	NM_001348178,NR_145464,NR_145463,NR_145466,NM_015596,NM_001348177,NR_145467,NR_145465
KLK14	1025	2	0.03833097	NM_022046,NM_001311182
KLK15	1169	0	0	NR_102274,NM_017509,NM_001277081,NM_001277082
KLK2	2872	0	0	NR_045763,NM_001256080,NR_045762,NM_005551,NM_001002231
KLK3	1464	0	0	NM_001030048,NM_001030047,NM_001648
KLK4	1359	0	0	NR_126566,NM_004917,NM_001302961
KLK5	1428	0	0	NM_001077492,NM_012427,NM_001077491
KLK6	1660	0	0	NM_001319948,NM_001319949,NM_002774,NM_001012964,NM_001012965
KLK7	2091	0	0	NM_139277,NM_001207053,NM_001243126,NM_005046
KLK8	590	0	0	NM_144507,NR_104008,NM_007196,NM_144505,NM_001281431,NM_144506
KLK9	1438	0	0	NM_012315
KLKB1	2297	26	0.2223597	NM_001318396,NM_001318394,NM_000892
KLKP1	1125	0	0	NR_002948
KLLN	4277	41	0.1883165	NM_001126049
KLRA1P	2208	32	0.2847047	NR_028045
KLRB1	740	0	0	NM_002258
KLRC1	1374	0	0	NM_213658,NM_002259,NM_001304448,NM_213657,NM_007328
KLRC2	1213	0	0	NM_002260
KLRC3	843	0	0	NM_002261,NM_007333
KLRC4	928	0	0	NM_013431
KLRC4-KLRK1	1947	0	0	NM_001199805
KLRD1	3195	5	0.03074276	NM_007334,NM_002262,NM_001114396
KLRF1	1091	0	0	NM_016523,NM_001291823,NR_120305,NM_001291822
KLRF2	731	1	0.02687363	NM_001190765
KLRG1	1888	32	0.3329597	NM_001329102,NM_005810,NR_137426,NR_137428,NR_137427,NM_001329103,NM_001329099,NM_001329101
KLRG2	1544	0	0	NM_198508
KLRK1	1589	0	0	NM_007360
KMO	5266	51	0.1902537	NM_003679
KMT2A	16585	2888	3.420782	NM_001197104,NM_005933
KMT2B	8471	2146	4.976669	NM_014727
KMT2C	16862	2007	2.338202	NM_170606
KMT2D	19419	3741	3.784466	NM_003482
KMT2E	6863	3296	9.434458	NM_018682,NM_182931
KMT2E-AS1	3600	374	2.040858	NR_024586
KMT5A	2792	2360	16.60505	NM_001324504,NR_136910,NM_001324505,NM_001324506,NM_020382
KMT5B	5835	906	3.050219	NM_017635,NM_001300909,NM_001300908,NM_016028,NM_001300907
KMT5C	2309	198	1.684554	NM_032701
KNCN	2909	0	0	NM_001097611,NM_001322255
KNDC1	2378	16	0.1321758	NM_001347866,NM_152643,NM_001347864,NM_001347865
KNG1	2143	1	0.009166881	NM_001166451,NM_001102416,NM_000893
KNL1	7685	342	0.8742305	NM_144508,NM_170589
KNOP1	2343	425	3.563365	NM_001348532,NM_001348533,NM_001348534,NM_001348535,NM_001348536,NM_001348537,NM_001348528,NM_001348527,NM_001012991,NM_001348531,NM_001348529,NM_001348530
KNSTRN	2033	396	3.826498	NM_033286,NM_001142762,NM_001142761
KNTC1	6965	594	1.675364	NM_014708
KPNA1	7012	2642	7.401754	NM_002264,NR_026698
KPNA2	2115	3440	31.95154	NM_001320611,NM_002266
KPNA3	4474	1838	8.070366	NM_002267
KPNA4	8981	2205	4.823115	NM_002268
KPNA5	2158	177	1.61126	NM_002269
KPNA6	7372	3150	8.394	NM_012316
KPNA7	1708	0	0	NM_001145715
KPNB1	3947	6006	29.89248	NM_002265,NM_001276453
KPRP	2523	0	0	NM_001025231
KPTN	1777	503	5.560634	NM_007059,NM_001291296,NR_111923
KRAS	5765	1031	3.513202	NM_033360,NM_004985
KRBA1	3766	488	2.545559	NM_032534,NM_001290187
KRBA2	2546	73	0.5632591	NM_213597,NM_001304947
KRBOX1	691	92	2.615493	NM_001205272
KRBOX1-AS1	2142	0	0	NR_122033
KRBOX4	2486	273	2.157274	NM_001129898,NM_017776,NM_001129900,NM_001129899
KRCC1	1827	1348	14.49423	NM_001304526,NM_016618
KREMEN1	2759	1156	8.230947	NM_001039570,NM_032045
KREMEN2	1940	1	0.0101261	NM_172229,NM_001253725,NM_024507,NM_001253726
KRI1	3005	925	6.047014	NM_023008
KRIT1	4231	1456	6.760239	NM_194455,NM_194454,NM_194456,NM_004912,NM_001013406
KRR1	3357	1648	9.643831	NM_007043
KRT1	2451	1	0.008014943	NM_006121
KRT10	2140	3101	28.46634	NM_000421
KRT12	1992	0	0	NM_000223
KRT13	1689	5	0.0581546	NM_153490,NM_002274
KRT14	1636	9	0.1080694	NM_000526
KRT15	1840	13	0.1387935	NM_002275
KRT16	1717	25	0.2860312	NM_005557
KRT16P1	1815	0	0	NR_073414
KRT16P2	1575	1	0.01247278	NR_029392
KRT16P3	1955	0	0	NR_029393
KRT17	1574	32	0.3993824	NM_000422
KRT17P2	2284	6	0.05160584	NR_146075
KRT17P5	3153	0	0	NR_001443
KRT18	1467	1	0.01339102	NM_199187,NM_000224
KRT18P55	1950	0	0	NR_028334
KRT19	1471	33	0.440702	NM_002276
KRT19P2	575	0	0	NR_036685
KRT2	2414	0	0	NM_000423
KRT20	1805	1	0.01088345	NM_019010
KRT222	1735	7	0.07925785	NM_152349
KRT23	2210	0	0	NM_001282433,NM_015515
KRT24	1881	5	0.05221856	NM_019016
KRT25	1670	0	0	NM_181534
KRT26	1730	0	0	NM_181539
KRT27	1612	1	0.01218649	NM_181537
KRT28	1692	0	0	NM_181535
KRT3	2310	0	0	NM_057088
KRT31	1595	0	0	NM_002277
KRT32	2005	0	0	NM_002278
KRT33A	1286	0	0	NM_004138
KRT33B	1607	0	0	NM_002279
KRT34	1713	3	0.03440389	NM_021013
KRT35	1671	0	0	NM_002280
KRT36	1644	1	0.01194928	NM_003771
KRT37	1718	0	0	NM_003770
KRT38	2837	0	0	NM_006771
KRT39	1696	0	0	NM_213656
KRT4	2147	0	0	NM_002272
KRT40	1938	2	0.02027309	NM_182497
KRT42P	2864	1	0.006859156	NR_033415
KRT5	2303	0	0	NM_000424
KRT6A	2450	0	0	NM_005554
KRT6B	2282	1	0.008608512	NM_005555
KRT6C	2289	0	0	NM_173086
KRT7	1702	83	0.9579929	NM_005556
KRT71	2265	2	0.01734625	NM_033448
KRT72	2015	0	0	NM_001146225,NM_001146226,NM_080747
KRT73	2284	0	0	NM_175068
KRT73-AS1	3808	1	0.005158777	NR_126005
KRT74	2788	0	0	NM_175053
KRT75	2125	0	0	NM_004693
KRT76	2529	0	0	NM_015848
KRT77	3304	1	0.00594571	NM_175078
KRT78	2554	0	0	NM_173352,NM_001300814
KRT79	2066	0	0	NM_175834
KRT8	1796	18	0.1968838	NM_001256282,NR_045962,NM_001256293,NM_002273
KRT80	3894	5	0.02522422	NM_182507,NM_001081492
KRT81	1910	4	0.04114057	NM_002281
KRT82	2681	0	0	NM_033033
KRT83	1875	0	0	NM_002282
KRT84	2073	0	0	NM_033045
KRT85	2491	0	0	NM_001300810,NM_002283
KRT86	2247	4	0.0349704	NM_001320198
KRT87P	1341	0	0	NR_146088
KRT8P41	1828	0	0	NR_027713
KRT9	2289	1	0.008582186	NM_000226
KRTAP10-1	1011	0	0	NM_198691
KRTAP10-10	1100	0	0	NM_181688
KRTAP10-11	1236	0	0	NM_198692
KRTAP10-12	873	0	0	NM_198699
KRTAP10-2	1149	0	0	NR_130165,NM_198693
KRTAP10-3	738	0	0	NM_198696
KRTAP10-4	1643	0	0	NM_198687
KRTAP10-5	1150	0	0	NM_198694
KRTAP10-6	1238	0	0	NM_198688
KRTAP10-7	1580	0	0	NM_198689
KRTAP10-8	876	0	0	NM_198695
KRTAP10-9	1256	1	0.01564062	NM_198690
KRTAP1-1	903	2	0.04350969	NM_030967
KRTAP11-1	911	0	0	NM_175858
KRTAP12-1	588	0	0	NM_181686
KRTAP12-2	739	0	0	NM_181684
KRTAP12-3	410	0	0	NM_198697
KRTAP12-4	447	0	0	NM_198698
KRTAP1-3	971	0	0	NM_030966
KRTAP13-1	747	0	0	NM_181599
KRTAP13-2	849	0	0	NM_181621
KRTAP13-3	520	0	0	NM_181622
KRTAP13-4	483	0	0	NM_181600
KRTAP1-4	449	0	0	NM_001257305
KRTAP1-5	1176	67	1.119209	NM_031957
KRTAP15-1	453	0	0	NM_181623
KRTAP16-1	1554	0	0	NM_001146182
KRTAP17-1	779	0	0	NM_031964
KRTAP19-1	273	0	0	NM_181607
KRTAP19-2	159	0	0	NM_181608
KRTAP19-3	494	0	0	NM_181609
KRTAP19-4	255	0	0	NM_181610
KRTAP19-5	219	0	0	NM_181611
KRTAP19-6	330	0	0	NM_001303120,NM_181612
KRTAP19-7	192	0	0	NM_181614
KRTAP19-8	318	0	0	NM_001099219
KRTAP20-1	171	0	0	NM_181615
KRTAP20-2	198	0	0	NM_181616
KRTAP20-3	273	0	0	NM_001128077
KRTAP20-4	224	0	0	NR_023342
KRTAP2-1	773	4	0.1016539	NM_001123387
KRTAP21-1	240	0	0	NM_181619
KRTAP21-2	252	0	0	NM_181617
KRTAP21-3	253	0	0	NM_001164435
KRTAP2-2	713	0	0	NM_033032
KRTAP22-1	147	0	0	NM_181620
KRTAP22-2	293	0	0	NM_001164434
KRTAP2-3	852	3	0.06917121	NM_001165252
KRTAP23-1	208	0	0	NM_181624
KRTAP2-4	764	0	0	NM_033184
KRTAP24-1	1650	0	0	NM_001085455
KRTAP25-1	370	0	0	NM_001128598
KRTAP26-1	1158	0	0	NM_203405
KRTAP27-1	682	0	0	NM_001077711
KRTAP29-1	1026	0	0	NM_001257309
KRTAP3-1	593	0	0	NM_031958
KRTAP3-2	694	0	0	NM_031959
KRTAP3-3	704	0	0	NM_033185
KRTAP4-1	739	0	0	NM_033060
KRTAP4-11	1173	0	0	NM_033059
KRTAP4-12	1075	0	0	NM_031854
KRTAP4-2	763	2	0.05149312	NM_033062
KRTAP4-3	942	0	0	NM_033187
KRTAP4-4	1078	0	0	NM_032524
KRTAP4-5	879	0	0	NM_033188
KRTAP4-6	1055	0	0	NM_030976
KRTAP4-7	938	0	0	NM_033061
KRTAP4-8	1142	0	0	NM_001322457,NM_031960
KRTAP4-9	1100	0	0	NM_001146041
KRTAP5-1	942	0	0	NM_001005922
KRTAP5-10	1058	1	0.0185677	NM_001012710
KRTAP5-11	1021	0	0	NM_001005405
KRTAP5-2	1118	0	0	NM_001004325
KRTAP5-3	899	0	0	NM_001012708
KRTAP5-4	1181	0	0	NM_001012709,NM_001347674
KRTAP5-5	1127	0	0	NM_001001480
KRTAP5-6	561	0	0	NM_001012416
KRTAP5-7	898	3	0.06562792	NM_001012503
KRTAP5-8	1183	9	0.1494519	NM_021046
KRTAP5-9	1188	8	0.132287	NM_005553
KRTAP5-AS1	2265	1	0.008673123	NR_021489
KRTAP6-1	219	0	0	NM_181602
KRTAP6-2	189	0	0	NM_181604
KRTAP6-3	616	0	0	NM_181605
KRTAP7-1	693	0	0	NM_181606
KRTAP8-1	556	0	0	NM_175857
KRTAP9-1	753	0	0	NM_001190460
KRTAP9-2	1005	0	0	NM_031961
KRTAP9-3	992	0	0	NM_031962
KRTAP9-4	967	0	0	NM_033191
KRTAP9-6	483	0	0	NM_001277331
KRTAP9-7	510	0	0	NM_001277332
KRTAP9-8	987	0	0	NM_031963
KRTAP9-9	981	0	0	NM_001318227,NM_030975
KRTCAP2	547	3375	121.2077	NM_173852
KRTCAP3	956	11	0.2260365	NM_173853,NM_001321325,NM_001168364
KRTDAP	451	0	0	NM_207392,NM_001244847
KSR1	4491	473	2.069006	NM_014238
KSR2	17008	4	0.00462009	NM_173598
KTI12	1696	502	5.814623	NM_138417
KTN1	4773	9512	39.14931	NM_001079521,NM_001079522,NR_073129,NM_004986,NR_073128,NM_001271014
KTN1-AS1	1512	49	0.6366313	NR_027123
KU-MEL-3	1190	12	0.1980971	NR_122107
KXD1	1592	4765	58.79814	NM_001171949,NM_024069,NM_001171948
KY	5704	210	0.7232417	NM_178554
KYAT1	1925	307	3.132935	NM_001122671,NR_109829,NM_001287390,NM_001122672,NM_004059
KYAT3	2052	1121	10.73179	NM_001008661,NM_001008662
KYNU	1672	6	0.07049506	NM_001199241,NM_001032998,NM_003937
L1CAM	5141	18	0.06878102	NM_001143963,NM_024003,NM_000425,NM_001278116
L1TD1	3990	0	0	NM_019079,NM_001164835
L2HGDH	6095	567	1.827482	NM_024884
L3HYPDH	1510	515	6.699988	NM_144581,NM_001331164,NR_138571,NR_138574,NR_138572,NR_138575,NM_001331159,NM_001331158
L3MBTL1	3366	62	0.3618439	NM_015478,NM_032107
L3MBTL2	3192	1217	7.48982	NM_031488
L3MBTL3	4354	307	1.38514	NM_001346550,NM_001346551,NM_032438,NM_001007102
L3MBTL4	3587	6	0.0328597	NM_001330559,NM_173464
L3MBTL4-AS1	2048	0	0	NR_110765
LACAT8	581	0	0	NR_131950,NR_131951
LACC1	4263	1047	4.824753	NM_153218,NM_001128303
LACRT	508	0	0	NM_033277
LACTB	3007	901	5.886201	NM_032857,NM_171846,NM_001288585
LACTB2	1553	660	8.348649	NM_016027
LACTB2-AS1	3715	22	0.1163342	NR_038881
LACTBL1	1733	0	0	NM_001289974
LAD1	2839	0	0	NM_005558
LAG3	1992	30	0.2958528	NM_002286
LAGE3	949	1028	21.27995	NM_006014
LAIR1	2724	0	0	NM_001289023,NM_001289025,NM_001289026,NM_021706,NR_110280,NM_001289027,NM_002287,NR_110279
LAIR2	702	0	0	NM_021270,NM_002288
LALBA	728	0	0	NM_002289
LAMA1	9657	2441	4.965572	NM_005559
LAMA2	9692	4020	8.1481	NM_001079823,NM_000426
LAMA3	1975	527	5.241882	NM_001127717,NM_001302996,NM_001127718,NM_000227,NM_198129,NR_130106
LAMA4	784	9474	237.3893	NM_002290,NM_001105208,NM_001105207,NM_001105206,NM_001105209
LAMA5	11431	3413	5.865375	NM_005560
LAMA5-AS1	826	0	0	NR_109924,NR_109923,NR_109922
LAMB1	5846	23482	78.90781	NM_002291
LAMB2	5808	31358	106.0634	NM_002292
LAMB2P1	1543	11	0.1400459	NR_004405
LAMB3	4035	1248	6.075958	NM_001017402,NM_000228,NM_001127641
LAMB4	3743	8	0.04198691	NM_001318046,NM_007356,NM_001318048,NM_001318047
LAMC1	7889	35517	88.44189	NM_002293
LAMC2	4522	879	3.818581	NM_005562,NM_018891
LAMC3	6098	31	0.09986608	NM_006059
LAMP1	2540	54899	424.5946	NM_005561
LAMP2	3752	14900	78.01303	NM_002294,NM_013995,NM_001122606
LAMP3	3341	4	0.02351945	NM_014398
LAMP5	2042	2	0.01924057	NM_001199897,NM_012261
LAMP5-AS1	1928	0	0	NR_109957
LAMTOR1	1179	8417	140.2449	NM_017907
LAMTOR2	591	4057	134.8532	NM_014017,NM_001145264
LAMTOR3	4280	1186	5.443581	NR_024170,NM_001243736,NM_021970
LAMTOR4	638	2012	61.95139	NM_001318237,NM_001318236,NM_001008395,NR_134526,NR_134528,NR_134529,NR_134527,NR_134530
LAMTOR5	848	2095	48.53241	NM_006402
LAMTOR5-AS1	533	5	0.1842835	NR_102697
LANCL1	4513	2225	9.685196	NM_006055,NM_001136575,NM_001136574
LANCL1-AS1	1984	1	0.009901525	NR_110604,NR_110605,NR_110606
LANCL2	4353	811	3.659956	NM_018697
LANCL3	3332	18	0.1061234	NM_001170331,NM_198511
LAP3	2100	2168	20.28074	NM_015907
LAPTM4A	1765	21732	241.8793	NM_014713
LAPTM4B	2238	2789	24.48117	NM_018407
LAPTM5	2240	40	0.3507968	NM_006762
LARGE1	4138	2372	11.26077	NM_004737,NM_133642
LARGE2	2459	0	0	NM_001300721,NM_152312,NM_001300722
LARGE-AS1	1079	0	0	NR_038949,NR_038950
LARP1	6595	7414	22.08419	NM_015315
LARP1B	2223	347	3.066435	NM_032239,NM_018078,NM_178043,NM_001278604
LARP4	6518	1205	3.631754	NM_001330415,NM_001170808,NM_001170804,NM_001170803,NM_199188,NM_199190,NR_033200,NM_052879
LARP4B	8546	1796	4.128451	NM_015155
LARP6	2181	6082	54.78157	NM_001286679,NM_197958,NM_018357
LARP7	2292	1624	13.91923	NM_015454,NR_049768,NM_001267039,NM_016648
LARS	4824	3711	15.11219	NM_020117,NM_001317965,NM_001317964,NM_016460
LARS2	4203	758	3.542856	NM_015340
LARS2-AS1	1854	0	0	NR_048543
LAS1L	2312	1083	9.202044	NM_001170649,NM_031206,NM_001170650
LASP1	4024	17745	86.62869	NM_006148,NR_073384,NM_001271608
LAT	1743	201	2.265387	NM_001014989,NM_001014987,NM_001014988,NM_014387
LAT2	2121	15	0.1389294	NM_032464,NM_014146,NM_032463
LATS1	2718	1113	8.044322	NR_073033,NM_004690,NM_001270519
LATS2	5542	4150	14.71043	NM_014572
LAX1	2838	0	0	NM_017773,NM_001136190,NM_001282878
LAYN	2772	3304	23.4148	NM_001318799,NM_178834,NM_001258391,NM_001258390
LBH	2938	2676	17.89279	NM_030915
LBHD1	1320	97	1.443582	NM_024099
LBP	1894	1	0.01037203	NM_004139
LBR	3813	662	3.410632	NM_002296,NM_194442
LBX1	1285	0	0	NM_006562
LBX1-AS1	1323	0	0	NR_029380
LBX2	1452	130	1.758816	NM_001282430,NM_001009812
LBX2-AS1	2449	916	7.347683	NR_024606
LCA10	1374	0	0	NR_130768
LCA5	4564	259	1.114802	NM_181714,NM_001122769
LCA5L	2364	28	0.2326774	NM_152505
LCAL1	3885	0	0	NR_130915
LCAT	1354	316	4.584713	NM_000229
LCE1A	625	1	0.0314314	NM_178348
LCE1B	1139	0	0	NM_178349
LCE1C	695	0	0	NM_001276331,NM_178351
LCE1D	430	0	0	NM_178352
LCE1E	1179	1	0.01666211	NM_178353
LCE1F	598	0	0	NM_178354
LCE2A	592	0	0	NM_178428
LCE2B	611	0	0	NM_014357
LCE2C	593	0	0	NM_178429
LCE2D	594	0	0	NM_178430
LCE3A	270	0	0	NM_178431
LCE3B	288	0	0	NM_178433
LCE3C	425	0	0	NM_178434
LCE3D	610	0	0	NM_032563
LCE3E	547	0	0	NM_178435
LCE4A	388	0	0	NM_178356
LCE5A	819	0	0	NM_178438
LCE6A	642	0	0	NM_001128600
LCK	2102	1	0.009345682	NM_005356,NM_001330468,NM_001042771
LCLAT1	5091	324	1.250218	NM_001304445,NM_001304446,NM_001002257,NM_182551
LCMT1	1205	806	13.13989	NM_016309,NM_001032391
LCMT1-AS1	573	20	0.6856762	NR_120306
LCMT1-AS2	2607	1	0.007535337	NR_039998
LCMT2	2847	394	2.718645	NM_014793
LCN1	784	1	0.02505692	NM_002297,NM_001252619,NM_001252618,NM_001252617
LCN10	2017	0	0	NM_001001712
LCN12	689	1	0.02851179	NM_178536
LCN15	762	0	0	NM_203347
LCN2	845	1	0.02324808	NM_005564
LCN6	711	0	0	NM_198946
LCN8	918	0	0	NM_001345934,NM_178469
LCN9	524	0	0	NM_001001676
LCNL1	1836	1	0.01069969	NM_207510
LCOR	10364	536	1.01597	NM_001170766,NM_032440,NM_001346516,NM_001170765
LCORL	5603	252	0.8835348	NM_001166139,NR_136669,NM_153686
LCP1	3790	43	0.222881	NM_002298
LCP2	4297	0	0	NM_005565
LCT	6279	2	0.006257246	NM_002299
LCTL	2858	38	0.2611952	NR_103739,NM_001278562,NM_207338
LDAH	3819	463	2.381634	NM_001282723,NM_001282724,NM_001282722,NM_001282721,NR_104233,NM_001282719,NM_021925,NM_001282720
LDB1	3194	4364	26.84068	NM_003893,NM_001113407,NM_001321612
LDB2	930	2406	50.82254	NM_001130834,NM_001304434,NM_001290,NM_001304435,NR_130734
LDB3	5435	4	0.01445786	NM_001080114,NM_001171611,NM_001080115,NM_001080116,NM_007078,NM_001171610
LDHA	2084	32447	305.8585	NM_005566,NR_028500,NM_001165415,NM_001165414,NM_001135239,NM_001165416
LDHAL6A	2583	0	0	NM_001144071,NM_144972
LDHAL6B	1771	18	0.199663	NM_033195
LDHB	1316	9808	146.4092	NM_001174097,NM_002300,NM_001315537
LDHC	1230	0	0	NM_002301,NM_017448
LDHD	2003	281	2.755936	NM_153486,NM_194436
LDLR	5160	29440	112.081	NM_001195798,NM_001195800,NM_001195803,NM_000527,NM_001195799
LDLRAD1	2376	0	0	NM_001276392,NM_001276393,NM_001276394,NM_001276395,NM_001010978
LDLRAD2	4012	2840	13.90596	NM_001013693
LDLRAD3	3864	962	4.89082	NM_174902,NM_001304263,NM_001304264
LDLRAD4	8682	89	0.2013789	NM_001003674,NM_001276249,NM_181482,NM_001003675,NM_181481,NM_001276251
LDLRAD4-AS1	2166	0	0	NR_040031
LDLRAP1	2935	1457	9.752033	NM_015627
LDOC1	1469	2811	37.5909	NM_012317
LDOC1L	5324	2268	8.368522	NM_032287
LEAP2	707	0	0	NM_052971
LECT2	1077	0	0	NM_002302
LEF1	3477	73	0.412441	NM_001130713,NM_016269,NM_001166119,NM_001130714
LEF1-AS1	1049	3	0.056181	NR_029373,NR_029374
LEFTY1	1626	5	0.06040782	NM_020997
LEFTY2	2194	4	0.03581518	NM_003240,NM_001172425
LEKR1	2572	56	0.4277212	NM_001193283,NM_001004316
